Country,ISO3,Indicator,Technology,Energy_Type,Unit,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Taiwan Province of China,TWN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),24763.7,25336.0,27784.225,29810.935,31632.253,32783.403,34563.733,35283.633,35675.473,37144.973,37900.373,37608.073,37039.073,37236.953,36601.953,36590.133,37107.833,36281.416,39300.473,41866.083,41782.083,42301.761,42322.2
Taiwan Province of China,TWN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),4560.0,5090.0,2778.9,3034.5,3209.9,4071.4,4088.4,4417.5,4305.1,3748.3,4194.1,3999.7,5669.6,5422.9,4317.9,4470.1,6562.0,5446.8,4481.6,5544.8,3019.2,3474.7,5836.5
Taiwan Province of China,TWN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1820.0,1820.0,1908.75,1908.75,1909.73,1909.73,1909.73,1921.25,1937.954,1936.954,1977.454,2040.754,2081.464,2081.464,2081.464,2089.464,2089.464,2089.464,2091.66,2092.66,2093.39,2093.937,2098.0
Taiwan Province of China,TWN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,0.3,0.5,0.6,1.0,1.5,2.2,4.5,9.1,21.7,61.6,159.9,321.1,528.8,850.3,1109.0,1667.5,2703.7,4015.9,6074.7,7970.2,10677.0
Taiwan Province of China,TWN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.1,0.2,0.33,0.45,0.57,1.04,1.41,2.44,5.58,9.51,34.555,129.912,231.281,409.938,635.951,884.251,1245.055,1767.702,2738.119,4149.539,5817.205,7700.213,9723.7
Taiwan Province of China,TWN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),1.0,12.0,15.9,23.8,25.3,91.3,276.1,439.5,588.3,786.6,1026.3,1492.7,1413.5,1640.0,1500.5,1525.2,1457.1,1722.5,1709.5,1892.2,2308.9,2257.5,3543.1
Taiwan Province of China,TWN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),2.6,5.0,8.54,8.54,8.54,23.94,101.99,185.99,250.39,374.29,475.89,522.69,570.99,614.19,637.19,646.69,682.09,692.39,713.151,845.159,937.115,1033.368,1581.1
"Tajikistan, Rep. of",TJK,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),222.0,176.0,138.0,173.0,152.0,123.0,234.0,780.0,647.0,387.0,68.0,80.0,124.0,88.0,320.0,350.0,640.0,1021.0,1348.0,1507.099,1507.099,1507.099,1540.0
"Tajikistan, Rep. of",TJK,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,418.0,418.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0
"Tajikistan, Rep. of",TJK,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),14060.0,14200.0,15200.0,16400.0,16339.0,16967.5,16700.0,17114.0,15800.0,15900.0,16400.0,16200.0,16900.0,17071.0,16312.0,16900.0,16802.875,17312.075,18573.275,19347.975,19347.976,19347.976,19878.876
"Tajikistan, Rep. of",TJK,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),4061.0,4061.0,4061.0,4061.0,4061.0,4116.2,4116.2,4116.2,4116.2,4802.58,4802.083,4809.488,4870.6,4872.6,4982.6,4982.6,4982.6,4982.6,4983.77,5743.77,5743.77,5744.87,5763.26
"Tajikistan, Rep. of",TJK,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,,,,0.22,0.22,0.22
"Tanzania, United Rep. of",TZA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),44.035,47.37,53.12,58.87,56.2,64.7,68.34,63.62,68.1,72.7,79.6,119.51,119.072,125.41,130.661,137.231,138.163,143.269,145.914,155.413,151.343,151.843,152.243
"Tanzania, United Rep. of",TZA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),31.2,31.2,31.2,40.7,40.7,39.9,39.9,39.9,40.4,40.4,51.4,63.9,66.4,66.4,70.16,67.66,67.685,70.185,70.185,70.185,70.185,70.185,70.185
"Tanzania, United Rep. of",TZA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),21.056336,20.844336,21.085336,21.240336,63.707336,1437.095336,1443.808336,1416.040336,1684.037336,2067.347336,2341.812011,2453.396011,2475.876011,2889.75472,2837.25472,4230.45472,4568.05472,4590.65472,4951.504906,5161.004906,4558.204906,5297.905,6699.105
"Tanzania, United Rep. of",TZA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),152.38,152.38,252.38,252.38,252.38,331.52,331.52,433.52,458.99,503.99,518.782,801.282,962.872,1026.72,976.72,926.72,1076.72,1076.72,1317.676,1317.676,1317.676,1317.676,1317.676
"Tanzania, United Rep. of",TZA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1835.063,1887.409,1866.621,1763.375,2030.681,1794.51,1449.809,2536.344,2673.92,2664.835,2727.668,2012.152,1794.092,1744.124,2631.265,2162.394,2442.119,2430.097,2314.497,2560.964,3229.124,3230.995,3232.192
"Tanzania, United Rep. of",TZA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),581.449,581.489,581.724,581.724,581.724,566.224,566.934,566.934,566.934,567.734,567.75,567.8,571.98,572.28,572.305,579.245,587.445,589.135,588.535,596.035,597.735,598.235,598.555
"Tanzania, United Rep. of",TZA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,0.043,0.532,2.068,6.525,20.076,22.967,22.169,23.759,31.44,27.942,30.158,34.449,35.823
"Tanzania, United Rep. of",TZA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,0.024,0.296,1.149,3.627,11.159,12.766,12.328,13.211,17.481,15.536,16.768,19.154,19.917
"Tanzania, United Rep. of",TZA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,,,,,4.205,4.205,4.205
"Tanzania, United Rep. of",TZA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4
Thailand,THA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),5103.588,4817.673,5834.2,7519.744,7345.942,6054.892,6019.624,7864.205,8359.33,7902.343,9184.679,11233.602,12148.222,6625.197,7201.603,13494.587,16453.451,17818.541,20965.716,22995.256,21011.759,23259.28,23677.587
Thailand,THA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),597.6,597.6,606.9,613.2,733.5,757.4,1044.03,1379.33,1620.54,1691.2,1760.25,1962.15,2174.75,2610.45,2796.15,3165.0,3322.2,3728.435,4037.09,4097.455,4241.46,4476.123,4602.999
Thailand,THA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),89011.264,94192.832,100322.115,107498.782,116394.151,122898.777,126792.198,132119.392,136308.926,136644.675,148802.05,141303.921,155313.775,155987.675,159555.104,164029.721,163748.243,157106.912,152238.799,158790.643,151403.882,149893.856,151891.176
Thailand,THA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),18103.0,19353.8,20571.5,21176.5,21655.2,22595.3,22823.92,23396.18,25372.73,25382.1,26175.7,26211.8,26978.75,26471.0,27752.53,28784.36,33054.81,38318.0,39468.0,40081.0,40981.0,42231.0,44889.0
Thailand,THA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),5584.244,5853.145,7030.54,6855.755,5177.894,4836.781,6996.45,6948.157,5921.89,6432.136,4811.483,7660.406,8215.281,5096.471,4803.078,3359.585,3136.607,4321.913,7267.576,5929.705,4169.352,4169.35,6340.456
Thailand,THA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2980.8,2987.8,2987.8,2999.8,3008.2,3015.2,3048.4,3078.5,3088.52,3088.68,3107.38,3107.449,3110.052,3110.149,3110.149
Thailand,THA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,39.655,42.054,42.184,48.247,63.373,95.059,498.375,1261.196,1930.132,2387.824,3385.36,4547.195,4547.195,5145.717,5040.095,5016.624,5004.888
Thailand,THA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,30.41,32.25,32.35,37.0,48.6,78.7,381.7,828.5,1303.5,1424.6,2451.1,2702.26,2967.44,2987.62,2984.24,3065.288,3185.16
Thailand,THA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,0.214,0.591,0.679,3.207,3.521,4.694,140.829,46.943,399.014,328.6,340.336,1114.893,1643.0,3673.278,3215.585,3555.921,3004.342
Thailand,THA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,0.34,0.94,1.08,5.1,5.6,7.3,111.7,222.7,224.5,233.9,507.04,627.82,1102.82,1506.82,1506.73,1545.326,1545.323
"Timor-Leste, Dem. Rep. of",TLS,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055
"Timor-Leste, Dem. Rep. of",TLS,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Timor-Leste, Dem. Rep. of",TLS,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),,,93.803,94.026,96.334,97.515,97.146,123.918,149.198,177.801,184.428,151.164,134.418,306.33,362.751,363.664,450.901,466.779,492.329,563.144,549.315,555.208,555.208
"Timor-Leste, Dem. Rep. of",TLS,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),20.528,20.528,36.728,39.468,39.468,41.968,46.668,46.668,46.668,46.668,46.668,164.668,193.368,328.368,328.368,328.368,345.668,345.668,345.668,345.668,345.668,345.668,345.668
"Timor-Leste, Dem. Rep. of",TLS,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),,,,,,,,,1.5,1.555,1.555,1.555,1.555,1.555,1.625,1.625,1.625,1.625,1.625,1.625,,,
"Timor-Leste, Dem. Rep. of",TLS,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),,,,,,,,,0.325,0.337,0.337,0.337,0.337,0.337,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352
"Timor-Leste, Dem. Rep. of",TLS,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,0.006,0.012,0.019,0.025,0.095,0.158,0.222,0.708,1.197,1.501,1.816,2.114,2.104,1.616,1.267,0.918,0.551,0.543,0.605
"Timor-Leste, Dem. Rep. of",TLS,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,0.004,0.008,0.012,0.016,0.061,0.102,0.143,0.457,0.772,0.969,1.172,1.364,1.358,1.042,0.818,0.592,0.356,0.351,0.391
Togo,TGO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),50.667,34.0,28.0,46.0,95.0,102.0,150.0,160.8,103.812,116.783,191.38,118.6,201.309,237.189,73.226,326.565,660.59,431.86,374.278,441.434,513.647,607.217,711.979
Togo,TGO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),20.0,20.0,20.0,20.0,41.25,42.33,42.33,42.33,42.33,42.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,219.33,219.33
Togo,TGO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),90.0,91.77,92.0,235.936,235.936,235.936,172.0,180.0,174.0,219.0,185.0,201.552,165.138,74.0,120.0,56.437,204.0,204.0,100.43,124.84,75.13,85.58,17.637
Togo,TGO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),67.4,67.4,67.4,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
Togo,TGO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,0.011,0.022,0.044,0.105,0.143,0.869,8.881,12.131,14.84,72.548,103.178
Togo,TGO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,0.007,0.014,0.029,0.07,0.096,0.586,4.406,7.292,10.804,64.255,66.195
Tonga,TON,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),41.08,39.583,42.485,46.028,47.911,50.78,53.142,54.563,54.471,51.65,51.683,52.776,51.852,51.372,51.551,53.451,58.262,60.282,61.304,63.344,64.182,67.475,69.943
Tonga,TON,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),8.584,8.584,8.584,8.584,11.464,11.464,11.464,11.464,12.552,12.552,12.552,12.552,12.552,12.552,15.432,15.432,15.432,15.432,15.432,15.432,15.432,18.14,17.51
Tonga,TON,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.078,0.078,0.114,0.114,0.114,0.114,0.151,0.151,0.168,0.18,0.18,0.18,1.228,2.873,3.736,4.56,5.336,6.177,7.359,7.795,7.875,7.2,6.539
Tonga,TON,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.057,0.057,0.084,0.084,0.084,0.084,0.111,0.111,0.122,0.131,0.131,0.311,2.002,2.709,2.714,3.75,4.562,6.729,7.009,7.009,7.009,7.009,14.299
Tonga,TON,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,0.01,0.014,0.018,0.029,0.018,0.119,1.431,2.626,1.969,1.312
Tonga,TON,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.011,0.011,0.022,0.022,0.022,0.022,1.397,1.397,1.397,1.397
Trinidad and Tobago,TTO,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),20.0,29.0,26.0,12.0,23.0,22.0,26.0,19.0,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),5414.2,5596.9,6113.7,6399.8,6692.2,7022.0,7190.4,7664.7,7719.414,7833.869,8442.306,8737.313,9092.903,9467.736,9853.228,10256.776,9964.196,9886.623,9181.911,9145.617,9192.668,9223.115,9453.689
Trinidad and Tobago,TTO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),1417.0,1416.7,1416.7,1416.7,1416.7,1416.7,1416.7,1624.7,1624.7,1688.7,1688.7,2098.7,2211.0,2368.7,2225.0,2225.0,2026.0,2031.0,2049.0,2019.0,2416.7,2031.75,2031.75
Trinidad and Tobago,TTO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.531,1.039,1.369,1.902,2.579,2.743,3.09,3.285,3.534,3.939,4.408,4.408,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228
Trinidad and Tobago,TTO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.341,0.667,0.879,1.222,1.656,1.762,1.985,2.11,2.27,2.53,2.831,2.831,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.1
Trinidad and Tobago,TTO,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
Trinidad and Tobago,TTO,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Tunisia,TUN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),10008.0,10776.0,11187.0,11631.0,12257.0,12820.0,13992.0,14429.0,14996.0,15252.0,16180.0,16331.0,17750.0,17951.0,18615.0,19118.0,19227.0,20107.0,20367.0,21272.0,20326.9,20999.0,20553.0
Tunisia,TUN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),2784.0,2784.0,2784.0,2861.0,2979.0,3218.0,3252.0,3232.0,3573.0,3690.0,3693.0,4101.0,4041.0,4270.0,4695.0,4649.0,4902.0,5007.0,4774.0,5070.0,5622.0,5622.0,6072.0
Tunisia,TUN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),64.0,54.0,64.0,166.0,153.5,14.52,91.7,48.6,37.9,78.9,50.1,53.66,109.6,60.1,55.91,70.0,45.0,17.0,17.0,66.0,46.0,28.2,14.9
Tunisia,TUN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,66.0,66.0,66.0,66.0,66.0
Tunisia,TUN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,15.0,28.0,44.0,67.0,137.0,178.0,258.0,346.0,480.0,539.1
Tunisia,TUN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.837,0.971,1.084,1.144,1.184,1.194,1.206,1.216,1.316,1.396,1.813,2.896,5.571,9.537,17.074,27.547,38.06,47.076,63.749,80.049,94.89,94.89,197.076
Tunisia,TUN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),23.0,24.0,30.0,33.4,43.6,42.4,37.7,42.9,39.4,97.5,138.6,109.19,196.3,357.8,507.0,448.0,474.0,449.0,453.0,500.0,465.0,425.1,322.0
Tunisia,TUN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),10.65,10.65,10.65,19.37,19.37,19.37,19.37,19.37,19.37,53.69,53.69,53.69,173.0,200.0,233.0,240.0,240.0,240.0,245.0,245.0,245.0,245.0,245.0
"Türkiye, Rep. of",TUR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),166.0,184.0,130.0,79.0,76.0,34.0,57.0,95.0,142.0,252.0,332.0,343.0,592.0,879.0,1083.0,1241.0,1635.0,2096.373,2649.515,3505.711,4444.595,6452.649,8073.11
"Türkiye, Rep. of",TUR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),76.0,76.0,81.0,81.0,81.0,81.0,86.0,88.0,102.0,102.0,118.0,99.0,142.0,172.0,221.0,271.0,359.0,471.8,587.489,783.535,1097.482,1582.971,1861.067
"Türkiye, Rep. of",TUR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),93714.0,98333.0,95390.0,104985.0,104359.0,122120.0,131681.0,154982.0,163920.0,156583.0,155371.0,171169.0,174151.0,170641.0,198984.0,177608.0,183426.0,209166.154,206060.556,170518.329,177065.997,214844.322,189172.461
"Türkiye, Rep. of",TUR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),15957.0,16527.0,19468.0,22874.0,24045.0,25793.0,27307.0,27156.0,27466.0,29210.0,32134.0,33805.0,34857.0,38412.0,41503.0,41533.0,43913.0,46284.505,46089.756,46492.449,46290.921,46177.199,47400.199
"Türkiye, Rep. of",TUR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),30879.0,24010.0,33683.0,35330.0,46084.0,39560.6,44244.238,35850.829,33269.806,35958.369,51795.431,52338.602,57864.952,59420.464,40644.663,67145.605,67230.883,58218.462,59938.425,88822.776,78094.369,55926.81,66802.497
"Türkiye, Rep. of",TUR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),11175.0,11673.0,12241.0,12579.0,12645.0,12906.0,13063.0,13395.0,13829.0,14553.0,15831.0,17137.0,19609.0,22289.0,23643.0,25868.0,26681.0,27273.1,28291.392,28503.008,30983.901,31492.578,31571.49
"Türkiye, Rep. of",TUR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.149,0.446,0.891,1.485,2.228,2.97,3.713,4.455,5.495,6.98,8.465,9.95,17.375,28.84,20.432,197.126,1046.204,2892.368,7802.864,9252.894,10953.246,13945.926,16890.637
"Türkiye, Rep. of",TUR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.1,0.3,0.6,1.0,1.5,2.0,2.5,3.0,3.7,4.7,5.7,6.7,11.7,18.7,41.0,250.0,834.0,3421.7,5063.608,5996.155,6668.418,7816.63,9425.63
"Türkiye, Rep. of",TUR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),33.0,62.0,48.0,61.0,58.0,59.0,126.544,355.111,847.034,1495.369,2916.373,4723.873,5860.79,7557.507,8520.141,11652.487,15517.087,17903.815,19949.196,21730.713,24828.222,31436.749,34945.448
"Türkiye, Rep. of",TUR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),19.0,19.0,19.0,19.0,19.0,21.0,59.0,146.0,364.0,792.0,1320.0,1729.0,2261.0,2760.0,3630.0,4503.0,5751.0,6516.15,7005.386,7591.156,8832.395,10606.975,11396.16
Turkmenistan,TKM,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),9845.0,10610.0,10700.0,10800.0,11920.0,12820.0,13139.719,14029.64,14963.463,15604.222,16081.99,18263.681,19304.216,20279.138,22227.0,22392.704,23733.274,24745.668,31915.553,31915.553,29659.818,31627.665,31627.665
Turkmenistan,TKM,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),2426.0,2426.0,2426.0,2552.0,2835.0,2835.0,3089.0,3343.0,3343.0,3343.0,4105.0,4105.0,4105.0,4105.0,4795.0,5178.0,5178.0,5432.4,7006.4,7006.4,6511.2,6943.2,6943.2
Turkmenistan,TKM,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154
Turkmenistan,TKM,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.2,2.2
Turks and Caicos Islands,TCA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),75.4,80.0,102.0,110.0,116.0,132.0,158.0,182.0,189.0,200.0,208.0,207.0,210.0,209.0,227.0,230.0,245.0,293.0,257.0,260.0,255.0,263.0,261.0
Turks and Caicos Islands,TCA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),12.0,15.0,20.0,25.0,30.0,35.0,37.0,48.0,48.0,54.0,57.0,65.0,76.0,76.0,79.0,82.0,82.0,82.0,90.7,90.7,90.7,90.7,90.7
Turks and Caicos Islands,TCA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,0.047,0.047,0.296,0.686,1.466,1.466,4.012,5.13
Turks and Caicos Islands,TCA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,0.03,0.03,0.19,0.44,0.94,0.94,2.572,3.289
Uganda,UGA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),29.524,30.852,37.0,43.0,47.0,47.0,49.0,47.0,55.0,70.47,151.512,133.0,169.09,217.4,230.9,275.75,281.5,256.34,316.52,306.778,295.484,373.884,470.584
Uganda,UGA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,16.0,16.0,16.0,16.0,16.0,36.0,54.0,64.5,64.5,76.4,96.2,96.2,96.2,96.2,96.2
Uganda,UGA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1.2,1.2,1.2,1.2,1.2,219.0,369.499,539.0,609.81,896.61,1020.278,957.93,272.95,1.8,93.324,88.683,66.2,242.002,234.729,105.802,58.14,104.954,15.294
Uganda,UGA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),3.0,3.0,3.0,3.0,3.0,50.0,100.0,100.0,200.0,150.0,170.0,170.0,120.0,100.0,136.0,136.0,136.0,137.08,102.68,102.68,101.08,101.08,101.08
Uganda,UGA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1576.501,1576.501,1701.701,1756.801,1896.001,1858.028,1161.981,1264.281,1376.663,1237.716,1259.646,1509.329,2443.918,3213.518,3248.018,3102.818,3237.018,3385.518,3582.658,3984.423,4005.636,4279.218,4847.958
Uganda,UGA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),260.0,260.0,300.0,300.0,300.0,315.0,315.0,315.0,395.3,408.301,432.701,432.702,586.306,695.406,695.406,695.406,695.406,706.906,744.146,1004.406,1010.906,1010.906,1032.706
Uganda,UGA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.291,1.163,1.599,2.472,3.344,4.362,7.852,11.196,17.012,20.618,21.679,23.613,25.183,26.899,29.08,31.988,38.596,61.676,71.356,119.475,127.851,140.309,136.709
Uganda,UGA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.2,0.8,1.1,1.7,2.3,3.0,5.4,7.7,11.7,14.18,14.91,16.24,17.32,18.5,20.0,22.0,24.072,44.161,67.391,77.683,88.43,90.472,94.632
Ukraine,UKR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,281.0,264.0,139.0,188.0,134.0,134.0,106.0,169.3,199.0,169.0,210.883,300.501,406.9,755.4,755.4,208.949
Ukraine,UKR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,40.0,40.0,1.7,4.2,4.2,13.2,31.2,50.2,53.2,60.0,73.0,97.62,180.0,212.0,275.0,275.0
Ukraine,UKR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),82648.0,84586.0,85933.0,89533.0,83222.0,84756.0,90087.0,93124.0,90924.0,78577.0,86285.0,93500.0,96992.0,95386.0,83419.0,66910.0,72659.0,57963.0,60814.4,57794.2,54487.4,54487.4,30100.0
Ukraine,UKR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,34998.0,35040.0,35043.0,37831.0,35026.0,35129.0,35616.0,35335.0,35335.0,36400.0,31492.0,29753.0,28535.0,28664.0,28664.0,28664.0
