Country,ISO3,Indicator,Technology,Energy_Type,Unit,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Latvia,LVA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,1.0,6.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,16.0,30.0,66.0,108.0,121.0,126.0,143.0,154.024,158.423,157.613,156.313,151.755,143.866
Latvia,LVA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1313.0,1441.0,1490.0,1637.0,1493.0,1492.0,2105.0,1943.0,2062.0,2013.0,2992.0,3017.0,2058.0,2675.0,2337.0,2757.0,2944.0,2069.489,3226.28,3246.275,2075.317,2128.398,1214.455
Latvia,LVA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),577.0,574.0,583.0,586.0,586.0,594.0,580.0,561.0,581.0,927.0,935.0,935.0,957.0,1147.0,1144.0,1149.0,1149.34,1145.045,1135.609,1112.119,1117.865,1116.345,1090.274
Latvia,LVA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),2819.157,2833.105,2463.604,2266.192,3109.375,3325.289,2698.324,2733.395,3109.038,3457.102,3520.506,2886.968,3706.957,2912.008,1993.639,1860.355,2529.521,4380.62,2431.569,2107.554,2603.042,2707.796,2749.823
Latvia,LVA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1513.0,1523.0,1529.0,1537.0,1536.0,1536.0,1536.0,1536.0,1536.0,1536.0,1576.0,1576.0,1576.0,1586.617,1587.801,1587.694,1564.197,1564.318,1564.985,1586.69,1586.276,1587.23,1587.73
Latvia,LVA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,0.01,0.067,0.099,0.235,0.382,0.44,1.273,3.137,4.847,6.797,41.276
Latvia,LVA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,0.69,0.69,1.962,3.302,5.102,7.155,113.0
Latvia,LVA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),4.417,3.433,11.242,48.446,49.147,46.854,46.212,52.929,59.1,50.089,49.057,70.894,114.266,120.055,139.712,147.135,127.889,150.0,122.038,153.999,176.842,141.436,190.183
Latvia,LVA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),2.0,2.0,22.0,26.0,26.0,26.0,26.0,26.0,28.0,29.0,30.0,36.0,59.0,65.892,68.915,68.165,69.905,77.105,78.172,78.172,78.172,77.129,82.433
Lebanon,LBN,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,9.951,9.951,9.951,9.951,9.951,30.421,32.175,32.175,32.175,32.175,32.175
Lebanon,LBN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,2.0,2.0,2.0,2.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0
Lebanon,LBN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),6709.0,7841.48,8199.749,9176.133,8905.181,9068.816,8592.809,8989.183,10253.509,10188.435,10378.376,10751.433,9464.47,10540.025,12193.358,11773.198,12678.44,14082.909,22985.833,21837.09,19439.541,14433.269,10920.0
Lebanon,LBN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),2640.0,2639.0,2640.0,2765.0,2765.0,2440.0,2534.0,2534.0,2584.0,2634.0,2938.0,2988.0,2988.0,3259.0,3259.0,3359.0,3359.0,3409.0,3401.12,3401.12,3401.12,2931.12,2781.12
Lebanon,LBN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),443.6,331.8,677.841,1264.683,1071.439,1046.284,694.463,585.502,373.397,614.112,839.252,877.731,1177.462,1045.514,193.388,479.249,382.145,414.672,347.664,965.015,1024.508,670.0,700.0
Lebanon,LBN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
Lebanon,LBN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,0.002,0.002,0.525,0.747,1.256,2.952,7.054,16.961,36.466,55.591,83.799,111.712,120.0,306.0,306.0
Lebanon,LBN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,0.002,0.002,0.332,0.472,0.294,1.86,4.76,10.98,23.98,36.71,54.92,76.08,89.84,189.84,874.89
Lebanon,LBN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,1.0,4.0,6.0,6.0,6.0,6.0,,,,,
Lebanon,LBN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,0.5,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"Lesotho, Kingdom of",LSO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.604,0.62,0.528,0.522,2.512,0.815
"Lesotho, Kingdom of",LSO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),1.2,1.2,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.528
"Lesotho, Kingdom of",LSO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),368.015,371.897,398.703,409.024,404.831,458.325,482.808,508.601,504.628,506.547,501.819,490.678,486.578,516.494,521.392,533.472,511.132,502.042,515.957,391.681,426.34,531.415,480.255
"Lesotho, Kingdom of",LSO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),75.42,75.42,75.42,74.75,74.75,74.75,72.75,72.75,72.75,72.75,72.75,72.75,74.75,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18
"Lesotho, Kingdom of",LSO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,0.393,0.753,0.753,0.754,0.754,0.642,1.031,1.043,0.981,1.275
"Lesotho, Kingdom of",LSO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.438,0.438,0.438,0.439,0.439,0.374,0.599,0.605,0.57,0.74
Liberia,LBR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,0.184,0.184,0.184,0.342,0.559,0.559,0.559,0.559,0.559,0.559
Liberia,LBR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.07,0.07,0.07,0.13,0.205,0.205,0.205,0.205,0.205,0.205
Liberia,LBR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),200.0,200.0,200.0,200.0,200.0,200.0,200.0,250.0,250.0,250.0,250.0,300.0,300.0,300.0,300.0,310.0,302.1,351.4,277.0,290.2,318.2,249.157,250.157
Liberia,LBR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),70.0,70.0,70.0,70.0,73.0,73.0,73.0,78.0,78.0,78.0,87.4,91.0,91.0,92.6,92.6,92.6,98.0,98.0,98.0,98.0,98.0,98.0,98.0
Liberia,LBR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),24.939,24.939,24.939,24.939,24.939,24.939,24.939,24.939,24.939,24.939,24.939,25.25,25.25,25.25,25.25,25.25,25.25,128.25,128.25,128.25,128.25,128.25,128.25
Liberia,LBR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.86,4.86,4.86,4.86,4.86,26.86,92.86,92.86,92.86,92.86,92.86,92.86
Liberia,LBR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.025,0.025,0.025,0.152,0.186,0.508,1.026,1.562,2.178,3.424,3.881,4.755
Liberia,LBR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,0.018,0.018,0.018,0.109,0.133,0.362,0.731,1.113,1.553,2.44,2.766,3.389
Libya,LBY,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),15496.0,16111.0,17531.0,18943.0,20202.0,22317.0,24754.0,26234.0,28666.0,30373.0,32558.0,25999.0,34275.0,37913.0,37723.0,37503.0,31412.0,33274.0,34163.0,34621.0,29491.0,31011.0,31011.0
Libya,LBY,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),4253.0,4253.0,4418.0,4418.0,4418.0,5042.0,5042.0,5792.0,5792.0,5792.0,8669.0,8669.0,8669.0,9169.0,9619.0,9619.0,9713.0,10238.0,10511.0,10511.0,10511.0,10811.0,10996.0
Libya,LBY,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,0.318,1.113,1.908,2.703,3.498,4.293,5.088,5.883,6.678,7.791,7.791,7.791,7.791,7.791,7.791,7.791,7.791,7.791,7.791,7.791
Libya,LBY,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,0.2,0.7,1.2,1.7,2.2,2.7,3.2,3.7,4.2,4.9,4.9,4.9,4.9,4.9,5.11,5.11,5.11,5.111,6.333,6.333
Lithuania,LTU,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,2.0,4.0,7.0,6.0,7.0,24.0,54.0,69.0,102.0,147.0,157.0,218.0,357.0,400.0,446.0,439.0,503.648,543.0,533.2,594.1,685.5,708.2
Lithuania,LTU,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,2.0,4.0,4.0,5.0,5.0,15.0,22.0,24.0,24.0,29.0,33.0,53.0,64.0,71.0,71.0,71.5,78.5,104.0,105.0,116.0,115.5,118.0
Lithuania,LTU,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),2271.0,2604.0,2656.0,2845.0,3052.0,3418.0,2794.0,2825.0,2593.0,2836.0,3833.0,2877.0,3119.0,2425.0,1911.0,2254.0,1207.0,736.671,461.7,591.5,1821.3,1316.5,890.8
Lithuania,LTU,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),2461.0,2464.0,2462.0,2465.0,2465.0,2465.0,2456.0,2461.0,2494.0,2508.0,2507.0,2555.0,3001.0,3004.0,2700.0,2101.0,2101.0,1742.0,1720.0,1719.0,1738.0,1734.0,1730.0
Lithuania,LTU,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),340.0,326.0,354.0,325.0,421.0,451.0,397.0,421.0,402.0,424.0,540.0,480.0,423.0,521.0,399.0,349.0,454.0,602.4,431.0,345.4,300.6,383.7,464.4
Lithuania,LTU,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),103.0,103.0,103.0,109.0,110.0,117.0,117.0,115.0,115.0,116.0,116.0,116.0,116.0,116.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
Lithuania,LTU,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,0.091,0.091,0.091,0.273,2.0,45.0,73.0,73.0,66.0,68.0,86.6,91.1,128.8,190.8,342.0
Lithuania,LTU,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,0.1,0.1,0.1,0.3,7.0,68.0,69.0,69.0,70.0,73.751,82.0,103.0,164.0,255.0,572.0
Lithuania,LTU,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,1.0,2.0,14.0,106.0,131.0,158.0,224.0,475.0,540.0,603.0,639.0,810.0,1136.0,1363.8,1144.0,1499.4,1551.7,1361.7,1512.4
Lithuania,LTU,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,1.0,1.0,31.0,47.0,54.0,98.0,133.0,202.0,275.0,279.0,288.0,436.0,509.0,518.0,533.0,534.0,540.0,671.0,946.0
Luxembourg,LUX,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),22.351,25.874,27.015,34.151,42.575,46.163,55.216,62.667,69.648,78.184,84.14,92.979,94.011,94.211,115.225,125.964,140.018,171.453,217.172,278.129,372.29,388.532,358.707
Luxembourg,LUX,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),5.7,5.867,6.785,7.668,8.423,8.423,9.668,9.668,11.576,12.898,18.898,19.497,19.663,23.319,22.814,24.443,24.813,35.713,35.973,55.973,56.083,56.187,55.515
Luxembourg,LUX,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),214.841,666.925,2624.366,2619.576,3152.629,3106.545,3247.284,2895.204,2402.198,2842.717,2916.54,2341.022,2388.207,1421.114,1451.304,837.784,258.179,221.212,195.495,191.619,184.055,173.128,98.865
Luxembourg,LUX,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),61.862,79.939,466.244,473.004,475.59,476.806,477.065,477.682,480.973,483.455,476.103,491.34,492.495,492.495,492.495,480.574,104.409,83.151,83.151,84.123,73.38,69.428,80.93
Luxembourg,LUX,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),123.504,118.032,99.731,79.42,104.058,92.939,111.312,116.702,132.114,105.839,107.661,63.0,98.302,119.195,107.788,99.253,115.411,85.649,92.778,106.915,91.602,106.812,64.091
Luxembourg,LUX,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),33.3,33.918,33.918,33.918,34.044,34.077,34.132,34.132,34.132,34.192,34.308,34.308,34.308,34.308,34.308,34.266,34.318,34.545,34.473,34.473,34.527,34.527,34.045
Luxembourg,LUX,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,0.046,0.059,1.399,9.199,17.698,21.114,20.901,20.031,20.316,21.148,25.744,38.277,73.738,94.741,103.721,100.288,108.463,118.725,130.385,161.261,180.187,276.268
Luxembourg,LUX,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,0.16,1.593,14.17,23.561,23.583,23.696,23.934,24.562,26.357,29.451,40.666,74.654,95.021,109.933,116.272,121.896,128.103,130.624,159.736,186.643,277.161,316.634
Luxembourg,LUX,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),24.743,23.74,24.479,26.168,39.399,52.251,57.986,64.286,60.589,63.472,55.083,64.05,77.466,83.027,79.876,101.848,101.486,234.823,254.575,281.283,351.135,314.313,312.221
Luxembourg,LUX,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),14.0,13.9,13.9,20.5,34.9,34.9,34.9,34.9,42.915,42.93,43.727,44.527,58.327,58.327,58.342,63.794,119.694,119.694,122.894,135.794,152.744,136.444,165.334
"Madagascar, Rep. of",MDG,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,0.089,0.247,0.247,0.431,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
"Madagascar, Rep. of",MDG,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,0.034,0.094,0.094,0.164,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234
"Madagascar, Rep. of",MDG,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),240.198,269.976,244.598,286.633,346.417,340.504,365.64,332.668,404.087,362.656,478.835,577.302,595.0,614.397,603.94,607.416,764.91,917.863,828.456,973.519,1018.476,1143.341,1111.315
"Madagascar, Rep. of",MDG,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),122.0,122.0,122.0,142.0,167.0,197.0,235.17,243.12,282.2,282.2,379.22,379.22,379.22,379.0,514.0,514.0,514.0,574.0,622.0,622.0,622.0,622.0,622.0
"Madagascar, Rep. of",MDG,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),541.872,566.186,537.626,614.206,639.008,649.91,639.929,721.264,701.834,744.107,730.686,710.765,775.662,747.791,833.148,965.359,917.444,815.325,1000.256,919.957,850.416,799.849,854.967
"Madagascar, Rep. of",MDG,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),105.63,105.63,105.63,105.683,105.593,105.593,105.593,105.623,120.623,120.886,128.822,128.942,161.982,162.087,162.83,163.672,163.731,163.846,163.906,164.206,164.006,164.006,192.006
"Madagascar, Rep. of",MDG,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,0.004,0.004,0.007,0.006,0.014,0.014,0.475,0.479,0.498,0.767,2.164,3.099,36.475,38.208,40.441,40.214,83.838
"Madagascar, Rep. of",MDG,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,0.002,0.002,0.004,0.004,0.008,0.008,0.274,0.277,0.287,0.442,1.248,1.786,22.004,23.002,24.289,24.158,50.559
"Madagascar, Rep. of",MDG,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,0.039,0.039,0.25,0.452,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465
"Madagascar, Rep. of",MDG,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,0.015,0.015,0.095,0.172,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
Malawi,MWI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),33.768,35.376,41.808,33.768,33.768,38.592,39.396,40.2,44.22,41.808,43.416,43.416,49.848,51.456,52.469,51.713,48.24,44.3,46.68,46.326,49.198,50.761,50.761
Malawi,MWI,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
Malawi,MWI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),78.2014784,79.7254784,82.8474784,30.1554784,75.7054784,78.7424784,80.4474784,81.8804784,15.0974784,19.9123744,20.1973744,25.2393744,25.1713744,23.0983744,23.6333744,18.3243744,64.4933744,304.7683744,374.3633744,483.851,483.851,465.727,465.727
Malawi,MWI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),38.114,38.114,38.114,23.114,33.814,33.814,33.814,33.814,18.814,26.974,26.974,27.774,27.774,27.774,27.774,26.774,35.874,94.274,120.274,132.098,132.098,132.098,132.098
Malawi,MWI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1038.7,1061.576,1108.454,1186.649,1267.447,1325.214,1357.634,1384.891,1615.684,1762.208,1841.611,1880.964,1869.903,1859.758,1964.224,1953.858,1894.174,1585.701,1424.914,1674.815,1676.199,1694.324,1694.324
Malawi,MWI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.67,307.67,372.47,372.47,372.47,372.77,372.77,372.898,373.106,373.106,392.619,392.619
Malawi,MWI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.349,0.349,0.349,0.349,0.349,0.113,0.113,0.113,0.113,0.113,0.113,0.195,0.253,1.689,1.821,2.466,4.566,5.544,6.087,6.429,9.569,10.086,11.729
Malawi,MWI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.218,0.218,0.218,0.218,0.218,0.07,0.07,0.07,0.07,0.07,0.07,0.122,0.158,1.056,1.138,1.541,2.854,3.465,3.804,4.018,5.981,66.304,108.33
Malaysia,MYS,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),570.904,572.149,572.149,573.763,579.415,602.025,713.945,883.197,915.174,1074.205,1355.128,636.428,1379.98,822.396,400.424,425.034,199.498,397.418,1719.11,2097.1,2864.57,2864.57,2865.57
Malaysia,MYS,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),675.91,677.91,677.91,691.91,691.91,691.91,691.91,716.91,716.91,717.43,661.55,773.96,767.5,1044.73,1430.8,1554.96,1526.48,800.04,809.99,882.81,890.64,904.35,904.35
Malaysia,MYS,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),57287.0,63666.0,68749.0,72110.0,85849.0,88023.0,93302.0,98192.0,100457.0,102740.0,112402.0,117437.0,123230.0,128149.0,129291.0,129501.0,137259.0,132692.0,140414.0,146314.0,140870.0,140870.0,140873.0
Malaysia,MYS,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),15216.5,18370.5,18148.5,20357.5,21809.5,21951.5,22474.5,22563.5,22578.5,23512.5,24093.5,24614.5,24741.8,24779.99,23165.82,23702.2,23085.42,25724.67,25724.67,28348.67,28348.67,29788.67,30630.67
Malaysia,MYS,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),6994.0,6066.0,5415.0,5090.0,5573.049,6007.058,6323.075,5957.075,7807.149,6890.233,6361.37,8056.378,9251.378,11799.394,13541.025,15525.109,20358.24,26717.298,26296.288,26281.34,27302.34,27302.34,27302.34
Malaysia,MYS,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),2085.105,2072.12,2109.12,2109.12,2109.133,2064.138,2111.148,2111.148,2117.69,2122.738,2134.816,3120.821,3448.821,4534.83,4760.79,5741.838,6121.258,6145.331,6165.325,6185.355,6197.355,6214.855,6214.855
Malaysia,MYS,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,0.554,0.664,0.664,0.669,0.669,6.935,54.505,196.129,280.47,362.568,427.332,477.274,481.26,430.017,459.525,459.585
Malaysia,MYS,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,0.45,0.54,0.54,0.544,0.544,31.584,138.674,205.388,266.285,344.152,393.959,545.259,893.76,1482.946,1787.097,1933.251
Maldives,MDV,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,,,,0.026,0.026,0.026,0.026
Maldives,MDV,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.25
Maldives,MDV,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),315.145,328.954,339.482,356.295,379.363,409.697,468.518,534.792,593.153,610.233,574.84,599.559,627.802,612.013,602.489,630.68,615.576,639.615,674.657,722.604,719.478,788.0,969.144
Maldives,MDV,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),121.5,122.5,136.0,137.5,137.5,138.5,138.5,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,214.0,214.0,529.0,529.0,529.0,529.0,529.0
Maldives,MDV,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,0.018,0.078,0.108,0.111,0.216,0.249,0.276,1.986,2.63,5.823,7.198,11.232,16.186,24.717,30.908,40.058,46.208,53.708
Maldives,MDV,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,0.012,0.052,0.072,0.074,0.144,0.166,0.184,1.324,1.753,3.882,4.799,7.488,10.791,16.478,20.605,26.705,30.805,35.805
Maldives,MDV,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465
Maldives,MDV,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407
Mali,MLI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),7.662,21.078,22.455,24.295,25.583,27.166,26.449,27.634,30.861,30.458,30.044,30.021,30.691,29.511,29.969,30.016,32.791,34.008,35.222,36.74,36.74,36.641,36.641
Mali,MLI,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),2.37,2.37,2.37,2.37,2.37,2.67,2.728,2.728,2.728,2.728,2.728,2.728,5.686,5.686,5.686,5.686,5.686,40.686,40.686,40.686,40.686,40.686,40.686
Mali,MLI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),677.6171274,680.6171274,698.6171274,708.6171274,718.6171274,743.6171274,798.6171274,866.6171274,930.6171274,533.0111274,653.4194202,704.3236942,607.9395288,534.5108667,698.6406523,834.908103,954.2736801,1134.771167,1134.106,1153.714,1170.836,1177.702,1210.041
Mali,MLI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),208.0,208.0,208.0,208.0,208.0,208.0,208.0,216.0,191.0,206.5,229.4,290.7,291.2,333.2,352.0,357.2,419.5,459.3,458.9,471.0,482.1,486.7,509.6
Mali,MLI,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),245.0,360.0,788.17,1081.493,1020.23,1024.806,1016.225,1053.823,1087.521,1030.458,1064.067,1111.028,1211.353,1441.928,1498.234,1528.585,1645.372,1702.191,1702.191,1702.191,1702.191,1702.191,1702.191
Mali,MLI,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),52.7,52.7,253.0,253.0,253.0,253.0,253.0,253.0,253.003,253.003,253.003,253.003,253.003,315.303,315.303,315.303,315.303,315.303,315.303,315.303,315.303,315.303,455.303
Mali,MLI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,0.023,0.135,0.136,0.847,1.515,2.089,5.154,6.631,9.706,10.927,14.705,15.467,17.06,97.619,145.361,152.159
